9.39E+17,William,"RT @BrianKarem: If border crossings are down, why do you need a wall? If the economy is robust, why do you need corporate tax breaks? If yo…",https://twitter.com/William/status/938573496648474624,12/6/2017
9.39E+17,J. Nayer Hardin,"RT @Time4Hemp: Crop King Marijuana Seeds - 31 of the worlds best cannabis strains, Feminized, Auto flowering, medical &amp; regular varieties.…",https://twitter.com/J. Nayer Hardin/status/938573501442564096,12/6/2017
9.39E+17,empatn,RT @FarLeftWatchOrg: A NYC #Antifa group has launched a campaign to radicalize and recruit from within the prison system. They are sending…,https://twitter.com/empatn/status/938573502399041537,12/6/2017
9.39E+17,@blueinred,"RT @BrianKarem: If border crossings are down, why do you need a wall? If the economy is robust, why do you need corporate tax breaks? If yo…",https://twitter.com/@blueinred/status/938573511982972928,12/6/2017
9.39E+17,Deplorable OldGeezer,RT @RealJack: President Trump’s 11ish month legacy can’t be summed up in one tweet.But let’s recap:Travel Ban ApprovedGorsuch to SCOTU…,https://twitter.com/Deplorable OldGeezer/status/938573512155058177,12/6/2017
9.39E+17,#StruggleBeard,RT @kingdarius_4: Having birds??In this economy???,https://twitter.com/#StruggleBeard/status/938573516869439489,12/6/2017
9.39E+17,Denise J. Tartaglia,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/Denise J. Tartaglia/status/938573524872105985,12/6/2017
9.39E+17,Marie Xavier ❤45🇺🇸,"Tom Donohue you can't prove that the DREAMERS are indispensable to our economy, However, it can be proven, that '… https://t.co/3ohwxU2Ocd",https://twitter.com/Marie Xavier ❤45🇺🇸/status/938573527879385088,12/6/2017
9.39E+17,Debra Davis Millard,RT @RealJack: President Trump’s 11ish month legacy can’t be summed up in one tweet.But let’s recap:Travel Ban ApprovedGorsuch to SCOTU…,https://twitter.com/Debra Davis Millard/status/938573535013847040,12/6/2017
9.39E+17,givemepie,RT @SenatorCantwell: DYK - Almost three million Americans rely on the internet economy today. We must keep an #openinternet and #netneutral…,https://twitter.com/givemepie/status/938573535890456576,12/6/2017
9.39E+17,The Australian,RT @AndrewBurrell7: End of the downturn? WA’s economy has grown for two consecutive quarters for the first time since 2013. https://t.co/iY…,https://twitter.com/The Australian/status/938573538365095936,12/6/2017
9.39E+17,Rick Dyer,"RT @45_Committee: .@SenateMajLdr: #taxreform “was a once-in-a-generation opportunity that we could not let pass,” which will provide middle…",https://twitter.com/Rick Dyer/status/938573544492957698,12/6/2017
9.39E+17,Holly Nabob,"RT @T_FisherKing: Jesus Christ, the bar for white men is low as hell!Obama only;-Saved the economy-made peace treaties-historical heal…",https://twitter.com/Holly Nabob/status/938573550696443909,12/6/2017
9.39E+17,Spaceman Spiff,RT @vettitwiter: @smitaprakash It was Shri Narasimma Rao. Who brought the Indian economy back on track. Never bent his back to Italian mafi…,https://twitter.com/Spaceman Spiff/status/938573568945901569,12/6/2017
9.39E+17,marilyn cole,"RT @TomSteyer: Our economy has always thrived on innovation. Thank you, @TomPerriello for reminding us. We must act sustainably and profita…",https://twitter.com/marilyn cole/status/938573580685602816,12/6/2017
9.39E+17,RonWasHereAgain,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/RonWasHereAgain/status/938573583554629632,12/6/2017
9.39E+17,🇬🇧 PaulStP I Remain #FBPE 🇪🇺,RT @sarahobolt: This is deeply concerning from David Davis. How can we be 18 months post-Brexit ref with no detailed assessments of the imp…,https://twitter.com/🇬🇧 PaulStP I Remain #FBPE 🇪🇺/status/938573586297696256,12/6/2017
9.39E+17,hannah,RT @RepJoeKennedy: You mean this isn't how you're supposed to overhaul a $20T economy? https://t.co/vhmd8n0TAu,https://twitter.com/hannah/status/938573589141426177,12/6/2017
9.39E+17,simon hewitt,RT @DavidLammy: Here is David Davis back in June saying that @DExEUgov has 50-60 sectoral analyses already done. He just told Parliament th…,https://twitter.com/simon hewitt/status/938573590659821568,12/6/2017
9.39E+17,Robyn Swift,"RT @BrianKarem: If border crossings are down, why do you need a wall? If the economy is robust, why do you need corporate tax breaks? If yo…",https://twitter.com/Robyn Swift/status/938573605218242560,12/6/2017
9.39E+17,Marc Yves,RT @DuncanWeldon: Lack of Brexit impact assessments is staggering. Just really sinking in for me. This matters to the economy more than an…,https://twitter.com/Marc Yves/status/938573607269224448,12/6/2017
9.39E+17,Ana,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/Ana/status/938573616144437248,12/6/2017
9.39E+17,SuperStructure,Economy's annual growth rate at fastest pace https://t.co/TYJaxLk2KE via @SkyNewsAust,https://twitter.com/SuperStructure/status/938573619587776513,12/6/2017
9.39E+17,traveljunkie,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/traveljunkie/status/938573620225470464,12/6/2017
9.39E+17,Martin Timberlake,RT @realDonaldTumpr: @realDonaldTrump POLL 🇺🇸Who’s better for the economy?Vote below and #retweet,https://twitter.com/Martin Timberlake/status/938573622884651009,12/6/2017
9.39E+17,Danielle Doesn't Want More Letters Just Ban Nazis,"RT @NotLikeFreddy: BOSS: Paul, are you okay?ME: yeah, whyBOSS: You were staring off into space. What were you thinking about?ME: [trying…",https://twitter.com/Danielle Doesn't Want More Letters Just Ban Nazis/status/938573623807262720,12/6/2017
9.39E+17,Federalism Today,RT @ryansc375: This is an incredible idea. It would restore federalism and propel our economy into unheard of levels. Very much worth consi…,https://twitter.com/Federalism Today/status/938573634192510976,12/6/2017
9.39E+17,Agent 99,RT @SputnikInt: #Ruble reacts positively to #Putin's 2018 presidential bid https://t.co/gPZYrLVHy8 #Russia https://t.co/JCsdp7dJHe,https://twitter.com/Agent 99/status/938573635459145730,12/6/2017
9.39E+17,Mike Oropeza,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/Mike Oropeza/status/938573635509542912,12/6/2017
9.39E+17,M,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/M/status/938573641658200064,12/6/2017
9.39E+17,PropertybyPelletier,The province's economy is growing faster than ever. https://t.co/FNsqMXFfqY https://t.co/twSawO5joy,https://twitter.com/PropertybyPelletier/status/938573663808446466,12/6/2017
9.39E+17,Scott LaBuick,"RT @ABeconomist: Why is this owl so happy? It’s because The Owl has now surpassed 10,000 subscribers! Join the fun and receive daily update…",https://twitter.com/Scott LaBuick/status/938573667520331776,12/6/2017
9.39E+17,She persisted,"RT @TheDailyEdge: Real estate does great in #GOPTaxScam. Winners: Trumps and KushnersLosers: The poor, college students, seniors with…",https://twitter.com/She persisted/status/938573668111675392,12/6/2017
9.39E+17,RoninFiji,RT @ThePatriot143: The dims can’t stand it. It is driving them even nuttier than they are. They will spin it as President Trump having noth…,https://twitter.com/RoninFiji/status/938573669835587584,12/6/2017
9.39E+17,John S.,"RT @ThePatriot143: If community organizing were the economy, Obama could have probably manage over 1.5 GDP growth during his wasted 8 years.",https://twitter.com/John S./status/938573672650035201,12/6/2017
9.39E+17,BN,RT @RepJoeKennedy: You mean this isn't how you're supposed to overhaul a $20T economy? https://t.co/vhmd8n0TAu,https://twitter.com/BN/status/938573675191787520,12/6/2017
9.39E+17,dorothy weatherby,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/dorothy weatherby/status/938573677456740352,12/6/2017
9.39E+17,Denis,RT @brandongroeny: President Trump’s 11ish month legacy can’t be summed up in one tweet.But let’s recap:Travel Ban ApprovedGorsuch to…,https://twitter.com/Denis/status/938573677586550784,12/6/2017
9.39E+17,gab.ai/Morpheouz,RT @SputnikInt: #Ruble reacts positively to #Putin's 2018 presidential bid https://t.co/gPZYrLVHy8 #Russia https://t.co/JCsdp7dJHe,https://twitter.com/gab.ai/Morpheouz/status/938573686826774528,12/6/2017
9.39E+17,stevekotulak,RT @CollinRugg: @realDonaldTrump Trump won’t become POTUSTrump won’t get his tax planTrump won’t enact a travel banTrump won’t move emba…,https://twitter.com/stevekotulak/status/938573691872477184,12/6/2017
9.39E+17,Valerie astles#FBPE,RT @rebroger: David Davis admits UK Government has not done Brexit impact assessments for different economic sectors https://t.co/Xxc8i3Hp8…,https://twitter.com/Valerie astles#FBPE/status/938573703666962432,12/6/2017
9.39E+17,Report UK,"NASA to send probe to asteroid worth £8,000 QUADRILLION which could DESTROY global economy #TODAY https://t.co/lzJRnc4Cga",https://twitter.com/Report UK/status/938558434731020288,12/6/2017
9.39E+17,The Truth 24 UK,"RT @ReportUK: NASA to send probe to asteroid worth £8,000 QUADRILLION which could DESTROY global economy #TODAY https://t.co/lzJRnc4Cga",https://twitter.com/The Truth 24 UK/status/938558435817345029,12/6/2017
9.39E+17,Dr. Juliet Robinson,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/Dr. Juliet Robinson/status/938558440544272384,12/6/2017
9.39E+17,Taveron D'Kight,RT @RealJack: President Trump’s 11ish month legacy can’t be summed up in one tweet.But let’s recap:Travel Ban ApprovedGorsuch to SCOTU…,https://twitter.com/Taveron D'Kight/status/938558450740625408,12/6/2017
9.39E+17,Reginald Mitchell,"RT @williamlegate: @MooreSenate As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/Reginald Mitchell/status/938558452179271681,12/6/2017
9.39E+17,Linda#DemForce#Ω,"RT @TomSteyer: Our economy has always thrived on innovation. Thank you, @TomPerriello for reminding us. We must act sustainably and profita…",https://twitter.com/Linda#DemForce#Ω/status/938558463654973441,12/6/2017
9.39E+17,Karmagirl Avro,"RT @BrianKarem: If border crossings are down, why do you need a wall? If the economy is robust, why do you need corporate tax breaks? If yo…",https://twitter.com/Karmagirl Avro/status/938558464103772161,12/6/2017
9.39E+17,Freedom_MAGA,RT @brandongroeny: President Trump’s 11ish month legacy can’t be summed up in one tweet.But let’s recap:Travel Ban ApprovedGorsuch to…,https://twitter.com/Freedom_MAGA/status/938558465877987328,12/6/2017
9.39E+17,FigVille USA,"RT @TomSteyer: Our economy has always thrived on innovation. Thank you, @TomPerriello for reminding us. We must act sustainably and profita…",https://twitter.com/FigVille USA/status/938558479916085248,12/6/2017
9.39E+17,bob,"RT @RobDunsmore: Hilary Benn asks, So the government hasn't undertaken any impact assessments for the implications on leaving the EU for d…",https://twitter.com/bob/status/938558483879878657,12/6/2017
9.39E+17,Janice Varrone,RT @TheSWPrincess: #DougJones recognizes the importance of the US military. He knows the defense contractors in Huntsville are a large part…,https://twitter.com/Janice Varrone/status/938558488321581056,12/6/2017
9.39E+17,Peter Stein,RT @bgood12345: 👉🙄💩BARACK OBAMA Was Worst Economic President Since 1949 - Now He's TAKING CREDIT For Trump's Booming Economy💥I don't know w…,https://twitter.com/Peter Stein/status/938558489395453955,12/6/2017
9.39E+17,Want My Country Back,RT @paulsperry_: CFPB's has funneled a large portion of the more than $5 bil in penalties collected from defendants to community organizers…,https://twitter.com/Want My Country Back/status/938558494076051456,12/6/2017
9.39E+17,bird,RT @CharlesMBlow: How New Yorkers Would Lose Under the Republican Tax Bill via @NYTimes https://t.co/7nAqWAxWmG,https://twitter.com/bird/status/938558494566952960,12/6/2017
9.39E+17,Jerry Barrett,Tax Plan Aims to Slay a Reagan Target: The U.S. Government. NYT https://t.co/vZAHb1GVZ7,https://twitter.com/Jerry Barrett/status/938558495150018560,12/6/2017
9.39E+17,N Wheel,RT @heckmanequation: An investment in early childhood education is an investment worth making. Learn more: https://t.co/vVjn7qWIwT#ece #ea…,https://twitter.com/N Wheel/status/938558501999087617,12/6/2017
9.39E+17,Grace Tiscareno-Sato,RT @RepJoeKennedy: You mean this isn't how you're supposed to overhaul a $20T economy? https://t.co/vhmd8n0TAu,https://twitter.com/Grace Tiscareno-Sato/status/938558502741590016,12/6/2017
9.39E+17,James Walton,RT @DuncanWeldon: Lack of Brexit impact assessments is staggering. Just really sinking in for me. This matters to the economy more than an…,https://twitter.com/James Walton/status/938558508353622016,12/6/2017
9.39E+17,William Sammons,RT @CollinRugg: @realDonaldTrump Trump won’t become POTUSTrump won’t get his tax planTrump won’t enact a travel banTrump won’t move emba…,https://twitter.com/William Sammons/status/938558509167398912,12/6/2017
9.39E+17,American Airlines,@sroc3 You had a Basic Economy ticket which only allows for one personal item. Your carry-on has to be checked.,https://twitter.com/American Airlines/status/938558514225704960,12/6/2017
9.39E+17,kbc,"Bitcoin races past US$13,000 as worries spike about a dangerous bubble https://t.co/o5RAQo1JxP",https://twitter.com/kbc/status/938558518252228608,12/6/2017
9.39E+17,LesNyInsuranceGuy,RT @RepJoeKennedy: You mean this isn't how you're supposed to overhaul a $20T economy? https://t.co/vhmd8n0TAu,https://twitter.com/LesNyInsuranceGuy/status/938558521628438528,12/6/2017
9.39E+17,Farzana,"RT @mattyglesias: How Donald Trump fixed the economy, in one chart. https://t.co/i2ouquJRTS",https://twitter.com/Farzana/status/938558525898395649,12/6/2017
9.39E+17,THE Princess 👑🌌,RT @TheSWPrincess: #DougJones recognizes the importance of the US military. He knows the defense contractors in Huntsville are a large part…,https://twitter.com/THE Princess 👑🌌/status/938558547893288960,12/6/2017
9.39E+17,Open Faith Network,RT @kj1116: #thanktrump  pulling are economy out of the trash #ThankYouTrump for standing tall  and buiding bridges to prosperity  @realDon…,https://twitter.com/Open Faith Network/status/938558553736011776,12/6/2017
9.39E+17,Obamagate,RT @RealJack: President Trump’s 11ish month legacy can’t be summed up in one tweet.But let’s recap:Travel Ban ApprovedGorsuch to SCOTU…,https://twitter.com/Obamagate/status/938558562409861127,12/6/2017
9.39E+17,H,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/H/status/938558568747249664,12/6/2017
9.39E+17,Sarah Springer,RT @PeterStefanovi2: David Davis now admits the UK Gov't has done NO impact assessments for implications of Brexit on sectors of the Britis…,https://twitter.com/Sarah Springer/status/938558569733087232,12/6/2017
9.39E+17,"Shakti, The Blazing Blue ཧཱུྃ",@FightingMGTOW @KarmaReynoldson Stop blaming others for my problems.. Stop blaming the boomers for destroying the e… https://t.co/1hX0b7M8m2,"https://twitter.com/Shakti, The Blazing Blue ཧཱུྃ/status/938558572555788289",12/6/2017
9.39E+17,Deplorable Leena G,@ChevroletCanada Our diesel vw golf standard would blow away your electric car any day for economy and fuel effecie… https://t.co/xT8uPVBzzH,https://twitter.com/Deplorable Leena G/status/938558577605861376,12/6/2017
9.39E+17,Sanguis Farron 🌹,We could afford both if the Tories weren't in power and maybe more easily afford it if we didn't fuck the pound and… https://t.co/PXypBWcbri,https://twitter.com/Sanguis Farron 🌹/status/938558580218847232,12/6/2017
9.39E+17,Carmel Hennessey,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/Carmel Hennessey/status/938558586267099137,12/6/2017
9.39E+17,Delegate Mark Dean,We had an amazing experience touring the John Amos power plant today! Learned a lot about the process and how vital… https://t.co/ioZz3JYPdS,https://twitter.com/Delegate Mark Dean/status/938558590704668672,12/6/2017
9.39E+17,Scott Miller,"@Brooks1722 @KcNightfire @fema @VP Jonathan Brooks, they are very poorly supported and represented by our governmen… https://t.co/EW9k1gDuEL",https://twitter.com/Scott Miller/status/938558592982110208,12/6/2017
9.39E+17,Allan Hayslip,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/Allan Hayslip/status/938558593007259648,12/6/2017
9.39E+17,angry 🦄,"RT @williamlegate: What values? As a state, Alabama ranks…#47 in Healthcare#47 in Education#45 in Economy#42 in Crime/Corrections#42…",https://twitter.com/angry 🦄/status/938558594114555905,12/6/2017
9.39E+17,Paul Singleton,"RT @askforcawmby: So wait, you're claiming the economy is being damaged by the labor of the tens of thousands of people you took off disabi…",https://twitter.com/Paul Singleton/status/938558597650317312,12/6/2017
9.39E+17,Steven Swanson,Obama Takes Credit for Trump Economy https://t.co/S0dfJrqj9dFor Almost Eight Fucking Years It Was Always Bush's Fa… https://t.co/IsGajgCQjQ,https://twitter.com/Steven Swanson/status/938558605158244352,12/6/2017
9.39E+17,KrisHereAgain,"@FredDugan @fawfulfan @whiplash_312 @mcbs_eu FORBES isn't exactly a liberal publication, but I recommend you contin… https://t.co/LAK3mMGYk3",https://twitter.com/KrisHereAgain/status/938558606940758016,12/6/2017
9.39E+17,joan cellana,"RT @TomSteyer: Our economy has always thrived on innovation. Thank you, @TomPerriello for reminding us. We must act sustainably and profita…",https://twitter.com/joan cellana/status/938558614956060677,12/6/2017
9.39E+17,Jonathan Lis,"RT @jonlis1: The government has never sought to hide it. We are leaving the single market to resolve a problem that doesn't exist, that cou…",https://twitter.com/Jonathan Lis/status/938558616256303104,12/6/2017
9.38E+17,cmplxmind,RT @povonewsafrica: #BlackMotion escorted off flight after they refuse to move from biz class to accommodate a white woman whose seat was b…,https://twitter.com/cmplxmind/status/938347160491429888,12/6/2017
9.38E+17,Rick Veleke,RT @Ezidi2: Life hs not become easier 4 the #Yazidi residents of Snune since the expulsion of the ISIS from the region in Dec. 2014. They s…,https://twitter.com/Rick Veleke/status/938347166623338496,12/6/2017
9.38E+17,Vaughan Lovegrove,"RT @carlmaxim: David Davis: There are no impact assessments for different sectors of the British economy because, erm, it's a 'paradigm cha…",https://twitter.com/Vaughan Lovegrove/status/938347169370836992,12/6/2017
9.38E+17,Ruth Devlin,"RT @OwensDamien: Why, is the economy important? https://t.co/EJ1BMQlcBX",https://twitter.com/Ruth Devlin/status/938347172222963713,12/6/2017
9.38E+17,HopeUnitedforJustice,"RT @BoringMe2Death: Apple, Facebook praise China's digital economy amid social media ban https://t.co/YxA2jlFXXy",https://twitter.com/HopeUnitedforJustice/status/938347173959348224,12/6/2017
9.38E+17,Citadel #FBPE,"@nick_clayton @PickardJE 1) Yes you can, but when the mission is to assess the impact of Brexit on various sectors… https://t.co/NzE4RKkhPz",https://twitter.com/Citadel #FBPE/status/938347177088307200,12/6/2017
9.38E+17,Katherine Atkinson,"RT @NaomiSBS: 'There are so many people like Simon, all surplus to requirements of this shrunken economy' - the brilliant @chakrabortty on…",https://twitter.com/Katherine Atkinson/status/938347177990148097,12/6/2017
9.38E+17,Sunstone Patents,"Lebanon- Filing Statistics (2005-2011). For more information, please visit: https://t.co/sDuhCxteJ8 … https://t.co/zFOCKAiJJY",https://twitter.com/Sunstone Patents/status/938347179441344517,12/6/2017
9.38E+17,Alan Arthurs,RT @KeaneMJ: Each time you hear of library cuts remember this; libraries cost less than 0.3% of a council's budget. It is a false economy t…,https://twitter.com/Alan Arthurs/status/938347181039333377,12/6/2017
9.38E+17,Kamlesh Tiwari,RT @63moonsofficial: Selfish interest of #Defaulters have badly harmed the investors and the Indian #Economy #NSEL @narendramodi @FinMinInd…,https://twitter.com/Kamlesh Tiwari/status/938347184642080770,12/6/2017
9.38E+17,Anne Casson,RT @RaymondSealey1: @afneil It's not Brexit anymore it's wrexit they are our wrecking our economy and the good Friday agreement rather be a…,https://twitter.com/Anne Casson/status/938347188580749312,12/6/2017
9.38E+17,Matthew Kummernuss,"A roaring US economy, rigged to siphon wealth to the Top 1% via Conservative political victories is the only thing… https://t.co/tgzWnj3vfy",https://twitter.com/Matthew Kummernuss/status/938347190333800450,12/6/2017
9.38E+17,Mark Burkin,RT @SeemaMalhotra1: .@DavidDavisMP has just admitted that the Government have not conducted a single economic impact assessments on the imp…,https://twitter.com/Mark Burkin/status/938347192896671744,12/6/2017
9.38E+17,Scelo Konke,RT @povonewsafrica: #BlackMotion escorted off flight after they refuse to move from biz class to accommodate a white woman whose seat was b…,https://twitter.com/Scelo Konke/status/938347194435948545,12/6/2017
9.38E+17,Reflective Minds,"RT @B_PellScholes: This is absolutely unbelievable. David Davis has just admitted that the Government has done NO impact assessments, nothi…",https://twitter.com/Reflective Minds/status/938347197858570240,12/6/2017
9.38E+17,Alex,RT @WePowerN: WePower #token model is the next stage in the token #economy evolution! Learn more about #WePower #TokenModel 👉⚡ https://t.c…,https://twitter.com/Alex/status/938347218800709632,12/6/2017
9.38E+17,Jennifer BarryJomier,Great series from @HarvardBiz feat. @Walmart CEO Doug McMillon on #sustainabilityhttps://t.co/LUCYpeodHX #susty #sharedvalue #CSR,https://twitter.com/Jennifer BarryJomier/status/938331891299733504,12/6/2017
9.38E+17,Justice Denied,Here's what @realDonaldTrump &amp;  @SenateMajLdr @SpeakerRyan Don't want Republican voters to know. They've already be… https://t.co/xTIlzEqAut,https://twitter.com/Justice Denied/status/938331895674392576,12/6/2017
9.38E+17,Roberta Ramsay,"RT @BrianKarem: If border crossings are down, why do you need a wall? If the economy is robust, why do you need corporate tax breaks? If yo…",https://twitter.com/Roberta Ramsay/status/938331907011604480,12/6/2017
9.38E+17,DCIA,RT @aston_martin_79: The betting and lottery market is a large segment of the modern economy. These figures give every reason to believe t…,https://twitter.com/DCIA/status/938331912011243520,12/6/2017
9.38E+17,Mar Hicks,"RT @NewBooksSTS: #UofT prof Michelle Murphy joins @NewBooksNetwork to discuss THE ECONOMIZATION OF LIFE (@DukePress), which challenges read…",https://twitter.com/Mar Hicks/status/938331914234187776,12/6/2017
9.38E+17,Annette Ashley 🌏❄❤#FBPE,RT @TI_EU: State of the economy: good. #ECB Accountability framework: challenged by unrivaled independence. Management of conflicts of inte…,https://twitter.com/Annette Ashley 🌏❄❤#FBPE/status/938331922023010304,12/6/2017
9.38E+17,Economy & Business,Bullring centre owner sold for £3.4bn https://t.co/1ccfBcRL60 #Economy https://t.co/S925d9PMHq,https://twitter.com/Economy & Business/status/938331926561095680,12/6/2017
